111
1	0.005000
2	0.007000
3	0.006000
4	0.007000
5	0.005000
6	0.002000
7	0.002000
8	0.002000
9	0.005000
10	0.002000
11	0.005000
12	0.005000
13	0.005000
14	0.005000
15	0.005000
16	0.005000
17	0.005000
18	0.000000
19	0.007000
20	0.007000
21	0.007000
22	0.005000
23	0.005000
24	0.005000
25	0.005000
26	0.005000
27	0.006000
28	0.006000
29	0.006000
30	0.010000
31	0.008000
32	0.005000
33	0.008000
34	0.010000
35	0.005000
36	0.003000
37	0.005000
38	0.005000
39	0.005000
40	0.005000
41	0.005000
42	0.008000
43	0.005000
44	0.005000
45	0.006000
46	0.005000
47	0.005000
48	0.005000
49	0.005000
50	0.005000
51	0.005000
52	0.010000
53	0.005000
54	0.006000
55	0.005000
56	0.007000
57	0.005000
58	0.005000
59	0.005000
60	0.005000
61	0.006000
62	0.005000
63	0.005000
64	0.005000
65	0.005000
66	0.009000
67	0.009000
68	0.005000
69	0.007000
70	0.005000
71	0.006000
72	0.006000
73	0.006000
74	0.008000
75	0.006000
76	0.006000
77	0.006000
78	0.006000
79	0.006000
80	0.006000
81	0.006000
82	0.003000
83	0.006000
84	0.008000
85	0.003000
86	0.006000
87	0.006000
88	0.006000
89	0.006000
90	0.005000
91	0.006000
92	0.008000
93	0.007000
94	0.002000
95	0.002000
96	0.004000
97	0.004000
98	0.005000
99	0.005600
100	0.007100
101	0.007100
102	0.003600
103	0.005600
104	0.003600
105	0.007100
106	0.003600
107	0.003600
108	0.003600
109	0.005000
110	0.005000
192	0.005000
