111
1	0.010000
2	0.010000
3	0.010000
4	0.001500
5	0.010000
6	0.001500
7	0.001500
8	0.001500
9	0.003800
10	0.001500
11	0.003800
12	0.010000
13	0.010000
14	0.010000
15	0.005000
16	0.005000
17	0.005000
18	0.000000
19	0.010000
20	0.010000
21	0.010000
22	0.007000
23	0.010000
24	0.010000
25	0.010000
26	0.002500
27	0.010000
28	0.010000
29	0.010000
30	0.010000
31	0.010000
32	0.010000
33	0.010000
34	0.010000
35	0.010000
36	0.010000
37	0.010000
38	0.010000
39	0.006000
40	0.010000
41	0.010000
42	0.010000
43	0.010000
44	0.010000
45	0.010000
46	0.010000
47	0.006000
48	0.005000
49	0.005000
50	0.003800
51	0.005000
52	0.020000
53	0.020000
54	0.020000
55	0.020000
56	0.020000
57	0.010000
58	0.020000
59	0.001500
60	0.010000
61	0.020000
62	0.020000
63	0.001500
64	0.010000
65	0.020000
66	0.010000
67	0.010000
68	0.010000
69	0.010000
70	0.010000
71	0.009000
72	0.001200
73	0.002000
74	0.010000
75	0.010000
76	0.010000
77	0.040000
78	0.007000
79	0.004000
80	0.004000
81	0.010000
82	0.020000
83	0.030000
84	0.001500
85	0.004800
86	0.007500
87	0.010000
88	0.002000
89	0.004800
90	0.020000
91	0.010000
92	0.020000
93	0.001500
94	0.001500
95	0.001500
96	0.001500
97	0.008000
98	0.003000
99	0.010000
100	0.001500
101	0.001500
102	0.010000
103	0.010000
104	0.008000
105	0.020000
106	0.008000
107	0.008000
108	0.008000
109	0.001500
110	0.010000
192	0.010000
