111
1	0.950000
2	0.950000
3	0.950000
4	0.750000
5	0.950000
6	0.950000
7	0.950000
8	0.990000
9	0.950000
10	0.950000
11	0.950000
12	0.950000
13	0.950000
14	0.950000
15	0.700000
16	0.700000
17	0.700000
18	0.000000
19	0.950000
20	0.950000
21	0.950000
22	0.900000
23	0.950000
24	0.950000
25	0.950000
26	0.950000
27	0.950000
28	0.950000
29	0.950000
30	0.950000
31	0.950000
32	0.950000
33	0.950000
34	0.950000
35	0.950000
36	0.950000
37	0.950000
38	0.950000
39	0.700000
40	0.950000
41	0.950000
42	0.950000
43	0.950000
44	0.950000
45	0.950000
46	0.950000
47	0.700000
48	0.700000
49	0.700000
50	0.950000
51	0.700000
52	0.950000
53	0.950000
54	0.950000
55	0.950000
56	0.950000
57	0.950000
58	0.950000
59	0.950000
60	0.950000
61	0.950000
62	0.950000
63	0.950000
64	0.950000
65	0.950000
66	0.950000
67	0.950000
68	0.950000
69	0.950000
70	0.950000
71	0.950000
72	0.950000
73	0.950000
74	0.950000
75	0.950000
76	0.950000
77	0.860000
78	0.860000
79	0.860000
80	0.860000
81	0.860000
82	0.860000
83	0.950000
84	0.950000
85	0.950000
86	0.950000
87	0.950000
88	0.950000
89	0.950000
90	0.950000
91	0.950000
92	0.950000
93	0.750000
94	0.990000
95	0.950000
96	0.950000
97	0.950000
98	0.950000
99	0.950000
100	0.750000
101	0.750000
102	0.950000
103	0.950000
104	0.950000
105	0.950000
106	0.950000
107	0.950000
108	0.950000
109	0.750000
110	0.950000
192	0.950000
