111
1	0.650000
2	0.650000
3	0.650000
4	0.650000
5	0.650000
6	0.650000
7	0.650000
8	0.650000
9	0.650000
10	0.650000
11	0.650000
12	0.650000
13	0.650000
14	0.650000
15	0.330000
16	0.330000
17	0.330000
18	0.000000
19	0.650000
20	0.650000
21	0.650000
22	0.310000
23	0.650000
24	0.650000
25	0.650000
26	0.650000
27	0.650000
28	0.650000
29	0.650000
30	0.650000
31	0.650000
32	0.450000
33	0.350000
34	0.650000
35	0.650000
36	0.650000
37	0.650000
38	0.650000
39	1.400000
40	1.000000
41	0.400000
42	0.650000
43	0.650000
44	0.650000
45	0.650000
46	0.650000
47	1.120000
48	0.360000
49	0.360000
50	0.330000
51	0.360000
52	0.650000
53	0.550000
54	0.550000
55	0.550000
56	0.450000
57	0.650000
58	0.650000
59	0.650000
60	0.650000
61	0.650000
62	0.650000
63	0.650000
64	0.650000
65	0.650000
66	0.650000
67	0.650000
68	0.650000
69	0.650000
70	0.650000
71	0.650000
72	0.650000
73	0.650000
74	0.900000
75	0.650000
76	0.650000
77	0.650000
78	0.650000
79	0.650000
80	0.650000
81	0.650000
82	0.650000
83	0.650000
84	0.650000
85	0.650000
86	0.650000
87	0.650000
88	0.650000
89	0.650000
90	0.650000
91	0.650000
92	0.650000
93	0.650000
94	0.650000
95	0.650000
96	0.450000
97	0.610000
98	0.650000
99	0.650000
100	0.650000
101	0.650000
102	0.450000
103	0.650000
104	0.610000
105	0.450000
106	0.610000
107	0.610000
108	0.610000
109	0.650000
110	1.000000
192	0.650000
