StationID	Y	M	D	Type	Value
1	2014	8	27	FLOW	1.424903
1	2014	8	28	FLOW	1.341869
1	2014	8	29	FLOW	0.978277
1	2014	8	30	FLOW	0.532704
1	2014	8	31	FLOW	1.400867
1	2014	9	1	FLOW	0.6972265
1	2014	9	2	FLOW	0.9539284
1	2014	9	3	FLOW	1.951208667
1	2014	9	4	FLOW	1.09421125
1	2014	10	10	FLOW	0.421636
1	2014	10	28	FLOW	6.44525
